customer_id,name,email,phone,customer_type,created_at,is_active
CUST00001,Arun Kumar,customer00001@example.com,9000000001,premium,2025-08-17,True
CUST00002,Priya Kumar,customer00002@example.com,9000000002,wholesale,2025-05-23,True
CUST00003,Rahul Kumar,customer00003@example.com,9000000003,premium,2025-02-18,True
CUST00004,Sneha Kumar,customer00004@example.com,9000000004,walk_in,2025-01-07,True
CUST00005,Karthik Kumar,customer00005@example.com,9000000005,premium,2025-09-11,True
CUST00006,Divya Kumar,customer00006@example.com,9000000006,regular,2025-10-08,True
CUST00007,Vijay Kumar,customer00007@example.com,9000000007,regular,2025-06-17,True
CUST00008,Ananya Kumar,customer00008@example.com,9000000008,walk_in,2025-04-26,True
CUST00009,Rohan Kumar,customer00009@example.com,9000000009,premium,2025-05-09,True
CUST00010,Meera Kumar,customer00010@example.com,9000000010,regular,2025-10-22,True
CUST00011,Suresh Kumar,customer00011@example.com,9000000011,regular,2025-01-06,True
CUST00012,Nisha Kumar,customer00012@example.com,9000000012,regular,2025-07-08,True
CUST00013,Amit Kumar,customer00013@example.com,9000000013,wholesale,2025-03-20,True
CUST00014,Kavya Kumar,customer00014@example.com,9000000014,premium,2025-08-08,True
CUST00015,Aditya Kumar,customer00015@example.com,9000000015,regular,2024-12-27,True
CUST00016,Pooja Kumar,customer00016@example.com,9000000016,walk_in,2025-12-20,True
CUST00017,Vivek Kumar,customer00017@example.com,9000000017,premium,2025-09-27,True
CUST00018,Ishita Kumar,customer00018@example.com,9000000018,regular,2025-02-16,True
CUST00019,Manoj Kumar,customer00019@example.com,9000000019,regular,2025-07-05,True
CUST00020,Neha Kumar,customer00020@example.com,9000000020,premium,2025-01-31,True
CUST00021,Harish Kumar,customer00021@example.com,9000000021,premium,2025-04-25,True
CUST00022,Swathi Kumar,customer00022@example.com,9000000022,regular,2025-12-19,True
CUST00023,Naveen Kumar,customer00023@example.com,9000000023,regular,2024-12-31,True
CUST00024,Asha Kumar,customer00024@example.com,9000000024,regular,2025-06-04,True
CUST00025,Arun Sharma,customer00025@example.com,9000000025,regular,2025-08-29,True
CUST00026,Priya Sharma,customer00026@example.com,9000000026,regular,2025-06-07,True
CUST00027,Rahul Sharma,customer00027@example.com,9000000027,premium,2025-12-08,True
CUST00028,Sneha Sharma,customer00028@example.com,9000000028,wholesale,2025-05-23,True
CUST00029,Karthik Sharma,customer00029@example.com,9000000029,premium,2025-01-08,True
CUST00030,Divya Sharma,customer00030@example.com,9000000030,wholesale,2025-04-03,True
CUST00031,Vijay Sharma,customer00031@example.com,9000000031,wholesale,2025-10-30,True
CUST00032,Ananya Sharma,customer00032@example.com,9000000032,regular,2025-05-03,True
CUST00033,Rohan Sharma,customer00033@example.com,9000000033,premium,2025-08-10,True
CUST00034,Meera Sharma,customer00034@example.com,9000000034,regular,2025-01-25,True
CUST00035,Suresh Sharma,customer00035@example.com,9000000035,regular,2025-10-12,True
CUST00036,Nisha Sharma,customer00036@example.com,9000000036,premium,2025-10-08,True
CUST00037,Amit Sharma,customer00037@example.com,9000000037,premium,2025-03-20,True
CUST00038,Kavya Sharma,customer00038@example.com,9000000038,regular,2025-10-06,True
CUST00039,Aditya Sharma,customer00039@example.com,9000000039,regular,2024-12-15,True
CUST00040,Pooja Sharma,customer00040@example.com,9000000040,regular,2025-01-25,True
CUST00041,Vivek Sharma,customer00041@example.com,9000000041,premium,2025-08-17,True
CUST00042,Ishita Sharma,customer00042@example.com,9000000042,regular,2025-06-05,True
CUST00043,Manoj Sharma,customer00043@example.com,9000000043,premium,2025-07-16,True
CUST00044,Neha Sharma,customer00044@example.com,9000000044,regular,2025-08-09,True
CUST00045,Harish Sharma,customer00045@example.com,9000000045,regular,2025-10-11,True
CUST00046,Swathi Sharma,customer00046@example.com,9000000046,regular,2025-03-31,True
CUST00047,Naveen Sharma,customer00047@example.com,9000000047,regular,2025-12-25,True
CUST00048,Asha Sharma,customer00048@example.com,9000000048,regular,2025-02-23,True
CUST00049,Arun Patel,customer00049@example.com,9000000049,wholesale,2024-12-14,True
CUST00050,Priya Patel,customer00050@example.com,9000000050,regular,2025-03-03,True
CUST00051,Rahul Patel,customer00051@example.com,9000000051,regular,2025-11-29,True
CUST00052,Sneha Patel,customer00052@example.com,9000000052,premium,2025-03-27,True
CUST00053,Karthik Patel,customer00053@example.com,9000000053,regular,2025-06-18,True
CUST00054,Divya Patel,customer00054@example.com,9000000054,premium,2025-10-07,True
CUST00055,Vijay Patel,customer00055@example.com,9000000055,regular,2025-05-15,True
CUST00056,Ananya Patel,customer00056@example.com,9000000056,regular,2025-10-19,True
CUST00057,Rohan Patel,customer00057@example.com,9000000057,regular,2025-01-12,True
CUST00058,Meera Patel,customer00058@example.com,9000000058,premium,2025-01-05,True
CUST00059,Suresh Patel,customer00059@example.com,9000000059,regular,2025-09-10,True
CUST00060,Nisha Patel,customer00060@example.com,9000000060,regular,2025-02-02,True
CUST00061,Amit Patel,customer00061@example.com,9000000061,regular,2025-06-15,True
CUST00062,Kavya Patel,customer00062@example.com,9000000062,regular,2025-09-02,True
CUST00063,Aditya Patel,customer00063@example.com,9000000063,regular,2025-03-05,True
CUST00064,Pooja Patel,customer00064@example.com,9000000064,premium,2025-03-30,True
CUST00065,Vivek Patel,customer00065@example.com,9000000065,regular,2025-12-16,True
CUST00066,Ishita Patel,customer00066@example.com,9000000066,regular,2025-01-04,True
CUST00067,Manoj Patel,customer00067@example.com,9000000067,walk_in,2025-04-25,True
CUST00068,Neha Patel,customer00068@example.com,9000000068,premium,2025-11-25,True
CUST00069,Harish Patel,customer00069@example.com,9000000069,regular,2025-09-29,True
CUST00070,Swathi Patel,customer00070@example.com,9000000070,premium,2025-12-19,True
CUST00071,Naveen Patel,customer00071@example.com,9000000071,premium,2025-10-09,True
CUST00072,Asha Patel,customer00072@example.com,9000000072,regular,2025-05-27,True
CUST00073,Arun Reddy,customer00073@example.com,9000000073,regular,2025-05-27,True
CUST00074,Priya Reddy,customer00074@example.com,9000000074,regular,2025-11-23,True
CUST00075,Rahul Reddy,customer00075@example.com,9000000075,regular,2025-09-12,True
CUST00076,Sneha Reddy,customer00076@example.com,9000000076,regular,2025-04-01,True
CUST00077,Karthik Reddy,customer00077@example.com,9000000077,regular,2025-06-02,True
CUST00078,Divya Reddy,customer00078@example.com,9000000078,premium,2025-11-05,True
CUST00079,Vijay Reddy,customer00079@example.com,9000000079,premium,2025-08-20,True
CUST00080,Ananya Reddy,customer00080@example.com,9000000080,premium,2025-05-21,True
CUST00081,Rohan Reddy,customer00081@example.com,9000000081,regular,2025-01-07,True
CUST00082,Meera Reddy,customer00082@example.com,9000000082,regular,2025-08-15,True
CUST00083,Suresh Reddy,customer00083@example.com,9000000083,regular,2025-10-08,True
CUST00084,Nisha Reddy,customer00084@example.com,9000000084,regular,2024-12-17,True
CUST00085,Amit Reddy,customer00085@example.com,9000000085,regular,2025-08-19,True
CUST00086,Kavya Reddy,customer00086@example.com,9000000086,regular,2025-01-27,True
CUST00087,Aditya Reddy,customer00087@example.com,9000000087,regular,2025-10-11,True
CUST00088,Pooja Reddy,customer00088@example.com,9000000088,walk_in,2025-02-06,True
CUST00089,Vivek Reddy,customer00089@example.com,9000000089,regular,2025-05-27,True
CUST00090,Ishita Reddy,customer00090@example.com,9000000090,regular,2025-04-17,True
CUST00091,Manoj Reddy,customer00091@example.com,9000000091,regular,2025-01-29,True
CUST00092,Neha Reddy,customer00092@example.com,9000000092,regular,2025-12-15,True
CUST00093,Harish Reddy,customer00093@example.com,9000000093,premium,2024-12-26,True
CUST00094,Swathi Reddy,customer00094@example.com,9000000094,regular,2025-01-02,True
CUST00095,Naveen Reddy,customer00095@example.com,9000000095,regular,2025-05-24,True
CUST00096,Asha Reddy,customer00096@example.com,9000000096,regular,2025-12-07,True
CUST00097,Arun Iyer,customer00097@example.com,9000000097,regular,2025-10-16,True
CUST00098,Priya Iyer,customer00098@example.com,9000000098,regular,2025-03-16,True
CUST00099,Rahul Iyer,customer00099@example.com,9000000099,regular,2025-11-02,True
CUST00100,Sneha Iyer,customer00100@example.com,9000000100,regular,2025-05-23,True
CUST00101,Karthik Iyer,customer00101@example.com,9000000101,wholesale,2024-12-04,True
CUST00102,Divya Iyer,customer00102@example.com,9000000102,regular,2025-11-20,True
CUST00103,Vijay Iyer,customer00103@example.com,9000000103,regular,2025-04-05,True
CUST00104,Ananya Iyer,customer00104@example.com,9000000104,premium,2025-01-12,True
CUST00105,Rohan Iyer,customer00105@example.com,9000000105,regular,2025-03-07,True
CUST00106,Meera Iyer,customer00106@example.com,9000000106,premium,2025-08-19,True
CUST00107,Suresh Iyer,customer00107@example.com,9000000107,premium,2025-04-06,True
CUST00108,Nisha Iyer,customer00108@example.com,9000000108,walk_in,2025-01-12,True
CUST00109,Amit Iyer,customer00109@example.com,9000000109,regular,2025-03-04,True
CUST00110,Kavya Iyer,customer00110@example.com,9000000110,regular,2024-12-15,True
CUST00111,Aditya Iyer,customer00111@example.com,9000000111,regular,2025-04-02,True
CUST00112,Pooja Iyer,customer00112@example.com,9000000112,wholesale,2025-10-25,True
CUST00113,Vivek Iyer,customer00113@example.com,9000000113,regular,2025-02-19,True
CUST00114,Ishita Iyer,customer00114@example.com,9000000114,regular,2025-12-13,True
CUST00115,Manoj Iyer,customer00115@example.com,9000000115,regular,2025-11-24,True
CUST00116,Neha Iyer,customer00116@example.com,9000000116,walk_in,2025-03-12,True
CUST00117,Harish Iyer,customer00117@example.com,9000000117,regular,2025-06-30,True
CUST00118,Swathi Iyer,customer00118@example.com,9000000118,regular,2024-12-18,True
CUST00119,Naveen Iyer,customer00119@example.com,9000000119,walk_in,2025-01-30,True
CUST00120,Asha Iyer,customer00120@example.com,9000000120,premium,2025-11-19,True
CUST00121,Arun Nair,customer00121@example.com,9000000121,walk_in,2025-02-27,True
CUST00122,Priya Nair,customer00122@example.com,9000000122,regular,2025-11-19,True
CUST00123,Rahul Nair,customer00123@example.com,9000000123,regular,2024-12-09,True
CUST00124,Sneha Nair,customer00124@example.com,9000000124,premium,2025-10-02,True
CUST00125,Karthik Nair,customer00125@example.com,9000000125,regular,2025-11-16,True
CUST00126,Divya Nair,customer00126@example.com,9000000126,premium,2025-01-07,True
CUST00127,Vijay Nair,customer00127@example.com,9000000127,regular,2024-12-03,True
CUST00128,Ananya Nair,customer00128@example.com,9000000128,regular,2025-12-06,True
CUST00129,Rohan Nair,customer00129@example.com,9000000129,regular,2024-12-27,True
CUST00130,Meera Nair,customer00130@example.com,9000000130,regular,2025-10-26,True
CUST00131,Suresh Nair,customer00131@example.com,9000000131,regular,2025-04-25,True
CUST00132,Nisha Nair,customer00132@example.com,9000000132,wholesale,2025-07-26,True
CUST00133,Amit Nair,customer00133@example.com,9000000133,regular,2025-03-22,True
CUST00134,Kavya Nair,customer00134@example.com,9000000134,premium,2025-04-02,True
CUST00135,Aditya Nair,customer00135@example.com,9000000135,walk_in,2025-06-16,True
CUST00136,Pooja Nair,customer00136@example.com,9000000136,regular,2025-06-17,True
CUST00137,Vivek Nair,customer00137@example.com,9000000137,regular,2025-02-08,True
CUST00138,Ishita Nair,customer00138@example.com,9000000138,regular,2025-03-01,True
CUST00139,Manoj Nair,customer00139@example.com,9000000139,premium,2025-12-19,True
CUST00140,Neha Nair,customer00140@example.com,9000000140,regular,2025-01-18,True
CUST00141,Harish Nair,customer00141@example.com,9000000141,premium,2025-09-30,True
CUST00142,Swathi Nair,customer00142@example.com,9000000142,regular,2025-07-19,True
CUST00143,Naveen Nair,customer00143@example.com,9000000143,wholesale,2024-12-10,True
CUST00144,Asha Nair,customer00144@example.com,9000000144,premium,2025-09-10,True
CUST00145,Arun Singh,customer00145@example.com,9000000145,regular,2025-05-21,True
CUST00146,Priya Singh,customer00146@example.com,9000000146,walk_in,2025-01-19,True
CUST00147,Rahul Singh,customer00147@example.com,9000000147,regular,2025-12-21,True
CUST00148,Sneha Singh,customer00148@example.com,9000000148,regular,2025-03-30,True
CUST00149,Karthik Singh,customer00149@example.com,9000000149,premium,2025-04-04,True
CUST00150,Divya Singh,customer00150@example.com,9000000150,regular,2025-12-14,True
CUST00151,Vijay Singh,customer00151@example.com,9000000151,walk_in,2025-06-16,True
CUST00152,Ananya Singh,customer00152@example.com,9000000152,regular,2024-12-10,True
CUST00153,Rohan Singh,customer00153@example.com,9000000153,premium,2025-10-29,True
CUST00154,Meera Singh,customer00154@example.com,9000000154,regular,2025-01-11,True
CUST00155,Suresh Singh,customer00155@example.com,9000000155,regular,2024-12-03,True
